signal_nm,fixed_idler_display_nm,pump_from_energy_nm,pmf2_norm,pump_amp_norm,f2_norm
1271.7099999999984,1569.2018340265377,702.4398435911636,1.3006426224691106e-05,1.293010701946666e-09,2.1745831158605932e-23
1271.7199999999984,1569.2018340265377,702.4428945796844,1.292141099525393e-05,1.3070937187910994e-09,2.2076854059182258e-23
1271.7299999999984,1569.2018340265377,702.4459455467265,1.2840445398012731e-05,1.321326233075683e-09,2.2418884220479536e-23
1271.7399999999984,1569.2018340265377,702.4489964922901,1.2763547969406315e-05,1.3357097884575386e-09,2.2772432481766316e-23
1271.7499999999984,1569.2018340265377,702.4520474163754,1.2690737136893396e-05,1.3502459440613504e-09,2.3138031202757313e-23
1271.7599999999984,1569.2018340265377,702.4550983189824,1.2622031220704279e-05,1.3649362746282509e-09,2.3516235056198815e-23
1271.7699999999984,1569.2018340265377,702.4581492001116,1.2557448432215986e-05,1.3797823706704148e-09,2.3907621840471532e-23
1271.7799999999984,1569.2018340265377,702.4612000597632,1.2497006872221622e-05,1.3947858386206775e-09,2.4312793318031268e-23
1271.7899999999984,1569.2018340265377,702.4642508979374,1.2440724531779461e-05,1.4099483009877706e-09,2.4732376086124723e-23
1271.7999999999984,1569.2018340265377,702.4673017146342,1.2388619289937883e-05,1.425271396510843e-09,2.516702246954592e-23
1271.8099999999984,1569.2018340265377,702.4703525098543,1.2340708914653302e-05,1.440756780320595e-09,2.5617411448690648e-23
1271.8199999999983,1569.2018340265377,702.4734032835975,1.2297011060794795e-05,1.4564061240921018e-09,2.6084249611263057e-23
1271.8299999999983,1569.2018340265377,702.4764540358642,1.2257543269937442e-05,1.4722211162095025e-09,2.6568272138498015e-23
1271.8399999999983,1569.2018340265377,702.4795047666545,1.222232296937827e-05,1.4882034619240233e-09,2.7070243821023477e-23
1271.8499999999983,1569.2018340265377,702.4825554759689,1.2191367471845952e-05,1.5043548835217609e-09,2.759096010894742e-23
1271.8599999999983,1569.2018340265377,702.4856061638075,1.2164693974621278e-05,1.5206771204829607e-09,2.8131248193723255e-23
1271.8699999999983,1569.2018340265377,702.4886568301704,1.2142319558461986e-05,1.5371719296504207e-09,2.8691968124133053e-23
1271.8799999999983,1569.2018340265377,702.4917074750579,1.2124261187381144e-05,1.5538410853978049e-09,2.927401395951413e-23
1271.8899999999983,1569.2018340265377,702.49475809847,1.2110535707691573e-05,1.5706863797975849e-09,2.9878314957629143e-23
1271.8999999999983,1569.2018340265377,702.4978087004075,1.2101159847601172e-05,1.5877096227956753e-09,3.050583680147176e-23
1271.9099999999983,1569.2018340265377,702.5008592808704,1.2096150216087996e-05,1.6049126423768555e-09,3.115758286241645e-23
1271.9199999999983,1569.2018340265377,702.5039098398585,1.2095523302546524e-05,1.6222972847417882e-09,3.1834595505257156e-23
1271.9299999999982,1569.2018340265377,702.5069603773725,1.2099295475967924e-05,1.6398654144878794e-09,3.253795743296621e-23
1271.9399999999982,1569.2018340265377,702.5100108934124,1.2107482984336806e-05,1.6576189147781102e-09,3.3268793073406545e-23
1271.9499999999982,1569.2018340265377,702.5130613879786,1.2120101953828629e-05,1.6755596875257035e-09,3.402827000920617e-23
1271.9599999999982,1569.2018340265377,702.5161118610712,1.2137168388264736e-05,1.6936896535713908e-09,3.481760045234576e-23
1271.9699999999982,1569.2018340265377,702.5191623126904,1.2158698168454017e-05,1.7120107528676596e-09,3.5638042764314886e-23
1271.9799999999982,1569.2018340265377,702.5222127428366,1.2184707051401284e-05,1.7305249446632882e-09,3.6490903022765987e-23
1271.9899999999982,1569.2018340265377,702.5252631515099,1.2215210669557e-05,1.7492342076848856e-09,3.737753663632824e-23
1271.9999999999982,1569.2018340265377,702.5283135387103,1.2250224530766097e-05,1.7681405403276177e-09,3.8299350011531516e-23
1272.0099999999982,1569.2018340265377,702.5313639044384,1.2289764016733224e-05,1.7872459608456789e-09,3.925780226621788e-23
1272.0199999999982,1569.2018340265377,702.5344142486944,1.2333844382996089e-05,1.806552507539669e-09,4.025440699981095e-23
1272.0299999999982,1569.2018340265377,702.5374645714784,1.2382480757770261e-05,1.8260622389505142e-09,4.129073411426671e-23
1272.0399999999981,1569.2018340265377,702.5405148727906,1.2435688142326096e-05,1.8457772340531191e-09,4.2368411695445564e-23
1272.0499999999981,1569.2018340265377,702.5435651526311,1.2493481409218832e-05,1.865699592453199e-09,4.34891279445864e-23
1272.0599999999981,1569.2018340265377,702.5466154110005,1.2555875301535008e-05,1.885831434588322e-09,4.465463317168628e-23
1272.0699999999981,1569.2018340265377,702.5496656478988,1.2622884433591712e-05,1.9061749019209828e-09,4.5866741853951895e-23
1272.079999999998,1569.2018340265377,702.5527158633262,1.269452328981626e-05,1.9267321571454276e-09,4.712733475066571e-23
1272.089999999998,1569.2018340265377,702.5557660572829,1.2770806222871324e-05,1.9475053843897666e-09,4.843836107840237e-23
1272.099999999998,1569.2018340265377,702.5588162297694,1.2851747454196557e-05,1.9684967894228347e-09,4.980184076064833e-23
1272.109999999998,1569.2018340265377,702.5618663807857,1.293736107401867e-05,1.9897085998569053e-09,5.1219866742906956e-23
1272.119999999998,1569.2018340265377,702.5649165103318,1.3027661039018468e-05,2.0111430653606582e-09,5.2694607368268667e-23
1272.129999999998,1569.2018340265377,702.5679666184084,1.3122661172924987e-05,2.032802457872035e-09,5.422830883522738e-23
1272.139999999998,1569.2018340265377,702.5710167050155,1.3222375165937455e-05,2.054689071807319e-09,5.58232977239574e-23
1272.149999999998,1569.2018340265377,702.5740667701533,1.3326816572966994e-05,2.0768052242769293e-09,5.748198359287011e-23
1272.159999999998,1569.2018340265377,702.577116813822,1.343599881446525e-05,2.0991532553040793e-09,5.920686166316434e-23
1272.169999999998,1569.2018340265377,702.580166836022,1.3549935176001264e-05,2.121735528043853e-09,6.100051557775423e-23
1272.179999999998,1569.2018340265377,702.5832168367534,1.366863880533446e-05,2.1445544290016895e-09,6.286562023012833e-23
1272.189999999998,1569.2018340265377,702.5862668160165,1.3792122713977124e-05,2.1676123682599e-09,6.480494469699027e-23
1272.199999999998,1569.2018340265377,702.5893167738112,1.3920399777298373e-05,2.190911779697576e-09,6.682135525066249e-23
1272.209999999998,1569.2018340265377,702.5923667101382,1.4053482731122886e-05,2.214455121227363e-09,6.891781844398733e-23
1272.219999999998,1569.2018340265377,702.5954166249976,1.4191384172727108e-05,2.2382448750143055e-09,7.109740430507688e-23
1272.229999999998,1569.2018340265377,702.5984665183895,1.4334116561573607e-05,2.2622835477116243e-09,7.33632896258149e-23
1272.239999999998,1569.2018340265377,702.6015163903141,1.4481692216842749e-05,2.286573670695006e-09,7.571876133004993e-23
1272.249999999998,1569.2018340265377,702.6045662407716,1.4634123316890647e-05,2.311117800296635e-09,7.816721994905772e-23
1272.259999999998,1569.2018340265377,702.6076160697626,1.4791421900397291e-05,2.3359185180474616e-09,8.07121832076698e-23
1272.269999999998,1569.2018340265377,702.610665877287,1.4953599863976106e-05,2.3609784309100402e-09,8.335728969485839e-23
